fianc;1;0.0304971%
fiercely;1;0.0304971%
final;1;0.0304971%
finally;1;0.0304971%
fingers;1;0.0304971%
fir;1;0.0304971%
fire;1;0.0304971%
first;1;0.0304971%
flashing;1;0.0304971%
flatter;1;0.0304971%
fleeing;1;0.0304971%
flight;1;0.0304971%
flowers;1;0.0304971%
flutter;1;0.0304971%
fools;1;0.0304971%
foot;1;0.0304971%
footsteps;1;0.0304971%
force;1;0.0304971%
forehands;1;0.0304971%
foreign;1;0.0304971%
foretelling;1;0.0304971%
forever;1;0.0304971%
forgetting;1;0.0304971%
forgive;1;0.0304971%
forgiveness;1;0.0304971%
forgot;1;0.0304971%
forty;1;0.0304971%
found;1;0.0304971%
fray;1;0.0304971%
frequent;1;0.0304971%
fresh;1;0.0304971%
friendly;1;0.0304971%
friendship;1;0.0304971%
frightened;1;0.0304971%
fruit;1;0.0304971%
fully;1;0.0304971%
fume;1;0.0304971%
future;1;0.0304971%
gale;1;0.0304971%
gallop;1;0.0304971%
gallops;1;0.0304971%
garland;1;0.0304971%
gave;1;0.0304971%
gaze;1;0.0304971%
gazing;1;0.0304971%
gentlemen;1;0.0304971%
getting;1;0.0304971%
gift;1;0.0304971%
gifted;1;0.0304971%
give;1;0.0304971%
glitters;1;0.0304971%
glowing;1;0.0304971%
gluttonous;1;0.0304971%
goes;1;0.0304971%
good;1;0.0304971%
goodness;1;0.0304971%
goods;1;0.0304971%
gracefully;1;0.0304971%
granted;1;0.0304971%
grasp;1;0.0304971%
grave;1;0.0304971%
gravely;1;0.0304971%
great;1;0.0304971%
greed;1;0.0304971%
greedy;1;0.0304971%
greenish;1;0.0304971%
greeted;1;0.0304971%
grieve;1;0.0304971%
grieves;1;0.0304971%
ground;1;0.0304971%
grow;1;0.0304971%
grown;1;0.0304971%
guarding;1;0.0304971%
guessed;1;0.0304971%
guest;1;0.0304971%
gusts;1;0.0304971%
hailed;1;0.0304971%
handsome;1;0.0304971%
hapless;1;0.0304971%
happiness;1;0.0304971%
haste;1;0.0304971%
haze;1;0.0304971%
hear;1;0.0304971%
hearsay;1;0.0304971%
hearty;1;0.0304971%
heaven;1;0.0304971%
hide;1;0.0304971%
hollow;1;0.0304971%
homes;1;0.0304971%
honor;1;0.0304971%
hoofs;1;0.0304971%
hope;1;0.0304971%
hopeless;1;0.0304971%
hopes;1;0.0304971%
hot;1;0.0304971%
hour;1;0.0304971%
house;1;0.0304971%
housekeeper;1;0.0304971%
hover;1;0.0304971%
humbly;1;0.0304971%
hundred;1;0.0304971%
hungry;1;0.0304971%
hunt;1;0.0304971%
hurries;1;0.0304971%
hurry;1;0.0304971%
husband;1;0.0304971%
ice;1;0.0304971%
imagine;1;0.0304971%
immersed;1;0.0304971%
implored;1;0.0304971%
imprints;1;0.0304971%
inborn;1;0.0304971%
inflamed;1;0.0304971%
inflammation;1;0.0304971%
innocent;1;0.0304971%
insane;1;0.0304971%
insomnia;1;0.0304971%
instantly;1;0.0304971%
insurrection;1;0.0304971%
intent;1;0.0304971%
intrepid;1;0.0304971%
inviting;1;0.0304971%
isolation;1;0.0304971%
jealous;1;0.0304971%
journal;1;0.0304971%
joyful;1;0.0304971%
jumped;1;0.0304971%
juvenal;1;0.0304971%
kind;1;0.0304971%
kindly;1;0.0304971%
kiss;1;0.0304971%
knitted;1;0.0304971%
know;1;0.0304971%
known;1;0.0304971%
knows;1;0.0304971%
lacking;1;0.0304971%
lamentations;1;0.0304971%
lands;1;0.0304971%
language;1;0.0304971%
languid;1;0.0304971%
languor;1;0.0304971%
lashed;1;0.0304971%
last;1;0.0304971%
late;1;0.0304971%
leaf;1;0.0304971%
learned;1;0.0304971%
leaves;1;0.0304971%
less;1;0.0304971%
lifeless;1;0.0304971%
liked;1;0.0304971%
limb;1;0.0304971%
limits;1;0.0304971%
linger;1;0.0304971%
lived;1;0.0304971%
livelier;1;0.0304971%
lives;1;0.0304971%
lord;1;0.0304971%
lose;1;0.0304971%
lover;1;0.0304971%
lunacy;1;0.0304971%
lunchtime;1;0.0304971%
lying;1;0.0304971%
maidens;1;0.0304971%
majestic;1;0.0304971%
make;1;0.0304971%
man;1;0.0304971%
manage;1;0.0304971%
mane;1;0.0304971%
market;1;0.0304971%
married;1;0.0304971%
marvel;1;0.0304971%
match;1;0.0304971%
meaning;1;0.0304971%
meekness;1;0.0304971%
melancholy;1;0.0304971%
mellow;1;0.0304971%
memo;1;0.0304971%
memory;1;0.0304971%
merciless;1;0.0304971%
mere;1;0.0304971%
merry;1;0.0304971%
met;1;0.0304971%
metal;1;0.0304971%
mildly;1;0.0304971%
mirth;1;0.0304971%
misfortunate;1;0.0304971%
miss;1;0.0304971%
moans;1;0.0304971%
modesty;1;0.0304971%
moon;1;0.0304971%
morn;1;0.0304971%
morning;1;0.0304971%
moscow;1;0.0304971%
move;1;0.0304971%
multiplies;1;0.0304971%
mumble;1;0.0304971%
mumbled;1;0.0304971%
murkiness;1;0.0304971%
muse;1;0.0304971%
must;1;0.0304971%
mutely;1;0.0304971%
naked;1;0.0304971%
need;1;0.0304971%
neither;1;0.0304971%
nervous;1;0.0304971%
next;1;0.0304971%
nice;1;0.0304971%
nicely;1;0.0304971%
nine;1;0.0304971%
noises;1;0.0304971%
northerly;1;0.0304971%
northern;1;0.0304971%
nothing;1;0.0304971%
observing;1;0.0304971%
obstinate;1;0.0304971%
offend;1;0.0304971%
often;1;0.0304971%
opened;1;0.0304971%
other;1;0.0304971%
outside;1;0.0304971%
over;1;0.0304971%
overfilled;1;0.0304971%
overtook;1;0.0304971%
owners;1;0.0304971%
packing;1;0.0304971%
parcae;1;0.0304971%
part;1;0.0304971%
parting;1;0.0304971%
passionate;1;0.0304971%
pay;1;0.0304971%
peacefully;1;0.0304971%
peacefulness;1;0.0304971%
peeping;1;0.0304971%
pensive;1;0.0304971%
perfection;1;0.0304971%
permit;1;0.0304971%
person;1;0.0304971%
persuade;1;0.0304971%
pet;1;0.0304971%
pie;1;0.0304971%
piece;1;0.0304971%
pigmenting;1;0.0304971%
pitchforks;1;0.0304971%
place;1;0.0304971%
planking;1;0.0304971%
play;1;0.0304971%
playfulness;1;0.0304971%
pleads;1;0.0304971%
pleased;1;0.0304971%
pleasure;1;0.0304971%
poets;1;0.0304971%
poor;1;0.0304971%
popping;1;0.0304971%
post;1;0.0304971%
pray;1;0.0304971%
prayed;1;0.0304971%
pregnant;1;0.0304971%
premature;1;0.0304971%
prettier;1;0.0304971%
prey;1;0.0304971%
price;1;0.0304971%
pride;1;0.0304971%
prince;1;0.0304971%
processions;1;0.0304971%
pronounce;1;0.0304971%
prosperity;1;0.0304971%
proud;1;0.0304971%
punished;1;0.0304971%
purpose;1;0.0304971%
pushkin;1;0.0304971%
quickly;1;0.0304971%
quiet;1;0.0304971%
quiver;1;0.0304971%
race;1;0.0304971%
raging;1;0.0304971%
raised;1;0.0304971%
ran;1;0.0304971%
ranges;1;0.0304971%
rapidly;1;0.0304971%
rascals;1;0.0304971%
rattles;1;0.0304971%
reason;1;0.0304971%
reawake;1;0.0304971%
rebellious;1;0.0304971%
recall;1;0.0304971%
reclined;1;0.0304971%
recollections;1;0.0304971%
regret;1;0.0304971%
relate;1;0.0304971%
relax;1;0.0304971%
remember;1;0.0304971%
remind;1;0.0304971%
repay;1;0.0304971%
replace;1;0.0304971%
rescue;1;0.0304971%
resounding;1;0.0304971%
restlessness;1;0.0304971%
revered;1;0.0304971%
revived;1;0.0304971%
rhymesters;1;0.0304971%
risky;1;0.0304971%
river;1;0.0304971%
road;1;0.0304971%
robber;1;0.0304971%
round;1;0.0304971%
rumbles;1;0.0304971%
rumors;1;0.0304971%
sadden;1;0.0304971%
safely;1;0.0304971%
said;1;0.0304971%
salute;1;0.0304971%
sample;1;0.0304971%
satire;1;0.0304971%
scared;1;0.0304971%
scattered;1;0.0304971%
scourge;1;0.0304971%
seated;1;0.0304971%
seen;1;0.0304971%
sees;1;0.0304971%
seize;1;0.0304971%
self;1;0.0304971%
send;1;0.0304971%
sensation;1;0.0304971%
senseless;1;0.0304971%
separation;1;0.0304971%
sets;1;0.0304971%
shade;1;0.0304971%
shame;1;0.0304971%
shameless;1;0.0304971%
sheet;1;0.0304971%
shimmer;1;0.0304971%
shimmers;1;0.0304971%
shocked;1;0.0304971%
short;1;0.0304971%
should;1;0.0304971%
shoulders;1;0.0304971%
silence;1;0.0304971%
silenced;1;0.0304971%
silently;1;0.0304971%
simply;1;0.0304971%
sincerely;1;0.0304971%
sinful;1;0.0304971%
sister;1;0.0304971%
sits;1;0.0304971%
skies;1;0.0304971%
skin;1;0.0304971%
slave;1;0.0304971%
slayer;1;0.0304971%
sleeping;1;0.0304971%
sleight;1;0.0304971%
slender;1;0.0304971%
sliding;1;0.0304971%
slow;1;0.0304971%
smart;1;0.0304971%
smile;1;0.0304971%
sniffs;1;0.0304971%
snorts;1;0.0304971%
snowy;1;0.0304971%
softly;1;0.0304971%
some;1;0.0304971%
sometimes;1;0.0304971%
somewhere;1;0.0304971%
son;1;0.0304971%
songs;1;0.0304971%
soulless;1;0.0304971%
sound;1;0.0304971%
spare;1;0.0304971%
speak;1;0.0304971%
speaking;1;0.0304971%
speechlessly;1;0.0304971%
speed;1;0.0304971%
spent;1;0.0304971%
spin;1;0.0304971%
spirit;1;0.0304971%
spite;1;0.0304971%
spoke;1;0.0304971%
stakes;1;0.0304971%
stale;1;0.0304971%
stalwart;1;0.0304971%
stalwarts;1;0.0304971%
star;1;0.0304971%
stare;1;0.0304971%
stars;1;0.0304971%
start;1;0.0304971%
steely;1;0.0304971%
steer;1;0.0304971%
steps;1;0.0304971%
sticking;1;0.0304971%
stillborn;1;0.0304971%
stomped;1;0.0304971%
stomping;1;0.0304971%
stoned;1;0.0304971%
stopping;1;0.0304971%
storms;1;0.0304971%
stressed;1;0.0304971%
strings;1;0.0304971%
strong;1;0.0304971%
struck;1;0.0304971%
stunned;1;0.0304971%
sufferer;1;0.0304971%
sunrise;1;0.0304971%
sunshine;1;0.0304971%
swapped;1;0.0304971%
swaying;1;0.0304971%
swung;1;0.0304971%
table;1;0.0304971%
tall;1;0.0304971%
tamed;1;0.0304971%
tar;1;0.0304971%
tardy;1;0.0304971%
taste;1;0.0304971%
tatar;1;0.0304971%
teeth;1;0.0304971%
tempered;1;0.0304971%
tempest;1;0.0304971%
temporary;1;0.0304971%
tempted;1;0.0304971%
tense;1;0.0304971%
tenth;1;0.0304971%
their;1;0.0304971%
thence;1;0.0304971%
think;1;0.0304971%
thought;1;0.0304971%
thoughtful;1;0.0304971%
threw;1;0.0304971%
thriving;1;0.0304971%
throughout;1;0.0304971%
throw;1;0.0304971%
tie;1;0.0304971%
tied;1;0.0304971%
tile;1;0.0304971%
timeless;1;0.0304971%
timid;1;0.0304971%
together;1;0.0304971%
told;1;0.0304971%
tomb;1;0.0304971%
tomorrow;1;0.0304971%
took;1;0.0304971%
torture;1;0.0304971%
toward;1;0.0304971%
towards;1;0.0304971%
tower;1;0.0304971%
towers;1;0.0304971%
trading;1;0.0304971%
tragic;1;0.0304971%
traitors;1;0.0304971%
tranquilizing;1;0.0304971%
translators;1;0.0304971%
travel;1;0.0304971%
tray;1;0.0304971%
treasure;1;0.0304971%
trees;1;0.0304971%
tremble;1;0.0304971%
true;1;0.0304971%
trust;1;0.0304971%
truth;1;0.0304971%
try;1;0.0304971%
tumbled;1;0.0304971%
twirling;1;0.0304971%
uncle;1;0.0304971%
understand;1;0.0304971%
unexposed;1;0.0304971%
uninteresting;1;0.0304971%
unrest;1;0.0304971%
until;1;0.0304971%
uprising;1;0.0304971%
used;1;0.0304971%
useless;1;0.0304971%
uttered;1;0.0304971%
uttering;1;0.0304971%
vain;1;0.0304971%
valiant;1;0.0304971%
vanish;1;0.0304971%
vanished;1;0.0304971%
vengeance;1;0.0304971%
verses;1;0.0304971%
vibe;1;0.0304971%
village;1;0.0304971%
villains;1;0.0304971%
visit;1;0.0304971%
wait;1;0.0304971%
waits;1;0.0304971%
wake;1;0.0304971%
waking;1;0.0304971%
walked;1;0.0304971%
wander;1;0.0304971%
wandered;1;0.0304971%
wash;1;0.0304971%
wasn;1;0.0304971%
watch;1;0.0304971%
waves;1;0.0304971%
way;1;0.0304971%
wearied;1;0.0304971%
weary;1;0.0304971%
weep;1;0.0304971%
went;1;0.0304971%
when;1;0.0304971%
whirl;1;0.0304971%
whirling;1;0.0304971%
whistle;1;0.0304971%
whistling;1;0.0304971%
wildly;1;0.0304971%
willful;1;0.0304971%
wink;1;0.0304971%
winter;1;0.0304971%
wit;1;0.0304971%
withered;1;0.0304971%
without;1;0.0304971%
woe;1;0.0304971%
wolves;1;0.0304971%
wonder;1;0.0304971%
wood;1;0.0304971%
worries;1;0.0304971%
wouldn;1;0.0304971%
wretch;1;0.0304971%
writing;1;0.0304971%
year;1;0.0304971%
years;1;0.0304971%
yellow;1;0.0304971%
yes;1;0.0304971%
yet;1;0.0304971%
young;1;0.0304971%
younger;1;0.0304971%
youthful;1;0.0304971%
